time	omega_1	omega_2	tau_1	tau_2	armean
0.85001	2.36460807856	3.76634329898	0.	0.	2.89025878622
0.86001	2.3579964366	3.7538097223	0.	0.	2.88142641874
0.87001	2.35140328132	3.74131785455	0.	0.	2.87262124628
0.88001	2.34482856103	3.72886755691	0.	0.	2.86384318448
0.89001	2.33827222416	3.71645869101	0.	0.	2.85509214923
0.90001	2.33173421939	3.7040911193	0.	0.	2.84636805686
0.91001	2.32521449544	3.69176470419	0.	0.	2.83767082372
0.92001	2.31871300116	3.67947930869	0.	0.	2.82900036649
0.93001	2.3122296856	3.66723479631	0.	0.	2.82035660212
0.94001	2.30576449793	3.65503103099	0.	0.	2.81173944783
0.95001	2.29931738745	3.64286787715	0.	0.	2.80314882109
0.96001	2.29288830363	3.63074519966	0.	0.	2.79458463964
0.97001	2.28647719606	3.61866286382	0.	0.	2.78604682147
0.98001	2.28008401448	3.6066207354	0.	0.	2.77753528482
0.99001	2.27370870876	3.59461868055	0.	0.	2.76904994818
1.00001	2.26735122894	3.58265656596	0.	0.	2.76059073032
1.01001	2.26101152516	3.57073425872	0.	0.	2.75215755024
1.02001	2.25468954772	3.55885162637	0.	0.	2.74375032722
1.03001	2.24838524708	3.54700853691	0.	0.	2.73536898077
1.04001	2.2420985738	3.53520485874	0.	0.	2.72701343065
1.05001	2.23582947859	3.52344046074	0.	0.	2.7186835969
1.06001	2.22957791232	3.51171521218	0.	0.	2.71037939977
1.07001	2.22334382598	3.50002898282	0.	0.	2.70210075979
1.08001	2.21712717066	3.48838164269	0.	0.	2.69384759767
1.09001	2.21092789763	3.47677306243	0.	0.	2.68561983443
1.10001	2.2047459583	3.46520311307	0.	0.	2.67741739134
1.11001	2.19858130421	3.45367166606	0.	0.	2.6692401899
1.12001	2.19243388702	3.44217859326	0.	0.	2.66108815186
1.13001	2.18630365854	3.43072376696	0.	0.	2.65296119919
1.14001	2.1801905707	3.41930705988	0.	0.	2.64485925414
1.15001	2.17409457557	3.40792834516	0.	0.	2.63678223917
1.16001	2.16801562537	3.39658749634	0.	0.	2.62873007699
1.17001	2.16195367243	3.38528438748	0.	0.	2.62070269057
1.18001	2.15590866923	3.37401889292	0.	0.	2.61270000311
1.19001	2.14988056836	3.36279088749	0.	0.	2.60472193803
1.20001	2.14386932256	3.35160024641	0.	0.	2.596768419
1.21001	2.1378748847	3.34044684531	0.	0.	2.58883936993
1.22001	2.13189720778	3.32933056025	0.	0.	2.58093471495
1.23001	2.12593624492	3.31825126768	0.	0.	2.57305437846
1.24001	2.11999194939	3.30720884447	0.	0.	2.56519828505
1.25001	2.11406427457	3.2962031679	0.	0.	2.55736635957
1.26001	2.10815317406	3.28523411598	0.	0.	2.54955852728
1.27001	2.10225860148	3.27430156671	0.	0.	2.54177471344
1.28001	2.09638051062	3.26340539855	0.	0.	2.53401484359
1.29001	2.09051885537	3.25254549043	0.	0.	2.52627884352
1.30001	2.08467358979	3.2417217217	0.	0.	2.51856663925
1.31001	2.07884466804	3.23093397208	0.	0.	2.51087815706
1.32001	2.07303204443	3.22018212173	0.	0.	2.50321332342
1.33001	2.06723567339	3.20946605117	0.	0.	2.49557206506
1.34001	2.06145550947	3.19878564134	0.	0.	2.48795430892
1.35001	2.05569150737	3.18814077359	0.	0.	2.4803599822
1.36001	2.04994362189	3.17753132964	0.	0.	2.47278901229
1.37001	2.04421180797	3.16695719162	0.	0.	2.46524132684
1.38001	2.03849602068	3.15641824204	0.	0.	2.45771685369
1.39001	2.0327962152	3.14591436383	0.	0.	2.45021552094
1.40001	2.02711234686	3.13544544028	0.	0.	2.44273725689
1.41001	2.02144437108	3.12501135509	0.	0.	2.43528199009
1.42001	2.01579224344	3.11461199234	0.	0.	2.42784964928
1.43001	2.01015591963	3.1042472365	0.	0.	2.42044016346
1.44001	2.00453535545	3.09391697231	0.	0.	2.41305346177
1.45001	1.99893050684	3.08362108503	0.	0.	2.40568947366
1.46001	1.99334132986	3.07335946028	0.	0.	2.39834812877
1.47001	1.9877677807	3.06313198407	0.	0.	2.39102935696
1.48001	1.98220981566	3.05293854274	0.	0.	2.38373308832
1.49001	1.97666739117	3.04277902305	0.	0.	2.37645925313
1.50001	1.97114046378	3.03265331212	0.	0.	2.36920778191
1.51001	1.96562899017	3.02256129743	0.	0.	2.36197860539
1.52001	1.96013292711	3.01250286686	0.	0.	2.35477165452
1.53001	1.95465223151	3.00247790859	0.	0.	2.34758686042
1.54001	1.9491868604	2.99248631125	0.	0.	2.34042415447
1.55001	1.94373677094	2.98252796381	0.	0.	2.33328346827
1.56001	1.9383019204	2.97260275562	0.	0.	2.32616473361
1.57001	1.93288226617	2.96271057638	0.	0.	2.31906788249
1.58001	1.92747776575	2.95285131615	0.	0.	2.31199284715
1.59001	1.92208837676	2.94302486537	0.	0.	2.30493955999
1.60001	1.91671405697	2.93323111482	0.	0.	2.29790795366
1.61001	1.91135476422	2.92346995567	0.	0.	2.29089796101
1.62001	1.90601045651	2.91374127963	0.	0.	2.28390951518
1.63001	1.90068109195	2.90404497857	0.	0.	2.27694254943
1.64001	1.89536662873	2.89438094467	0.	0.	2.26999699721
1.65001	1.89006702519	2.88474907053	0.	0.	2.26307279219
1.66001	1.88478223977	2.87514924914	0.	0.	2.25616986829
1.67001	1.87951223105	2.86558137382	0.	0.	2.24928815959
1.68001	1.87425695769	2.85604533824	0.	0.	2.24242760039
1.69001	1.86901637848	2.84654103643	0.	0.	2.23558812521
1.70001	1.86379045235	2.83706836278	0.	0.	2.22876966876
1.71001	1.85857913835	2.82762721217	0.	0.	2.22197216603
1.72001	1.85338239563	2.81821747966	0.	0.	2.21519555214
1.73001	1.84820018343	2.80883906068	0.	0.	2.2084397624
1.74001	1.84303246112	2.79949185101	0.	0.	2.20170473233
1.75001	1.83787918817	2.79017574682	0.	0.	2.19499039767
1.76001	1.8327403242	2.78089064459	0.	0.	2.18829669435
1.77001	1.82761582891	2.77163644117	0.	0.	2.18162355851
1.78001	1.82250566213	2.76241303375	0.	0.	2.17497092649
1.79001	1.8174097838	2.75322031986	0.	0.	2.16833873482
1.80001	1.81232815396	2.74405819731	0.	0.	2.16172692022
1.81001	1.80726073277	2.73492656432	0.	0.	2.1551354196
1.82001	1.80220748052	2.72582531944	0.	0.	2.14856417012
1.83001	1.79716835758	2.71675436158	0.	0.	2.14201310908
1.84001	1.79214332445	2.70771358994	0.	0.	2.13548217401
1.85001	1.78713234174	2.6987029041	0.	0.	2.12897130263
1.86001	1.78213537017	2.68972220394	0.	0.	2.12248043283
1.87001	1.77715237055	2.68077138968	0.	0.	2.11600950273
1.88001	1.77218330384	2.67185036189	0.	0.	2.10955845061
1.89001	1.76722813105	2.66295902136	0.	0.	2.10312721492
1.90001	1.76228681333	2.65409726931	0.	0.	2.09671573433
1.91001	1.75735931197	2.64526500731	0.	0.	2.09032394772
1.92001	1.75244558833	2.63646213722	0.	0.	2.08395179416
1.93001	1.74754560388	2.62768856121	0.	0.	2.07759921288
1.94001	1.74265932021	2.61894418181	0.	0.	2.07126614331
1.95001	1.73778669901	2.61022890184	0.	0.	2.06495252507
1.96001	1.73292770209	2.60154262445	0.	0.	2.05865829798
1.97001	1.72808229135	2.59288525311	0.	0.	2.05238340201
1.98001	1.72325042879	2.58425669168	0.	0.	2.04612777737
1.99001	1.71843207652	2.57565684424	0.	0.	2.03989136442
2.00001	2.03367428673	2.03367428673	-0.101683714336	0.101683714336	2.03367428673
2.01001	2.02758240459	2.02758240459	-0.10137912023	0.10137912023	2.02758240459
2.02001	2.02150876941	2.02150876941	-0.101075438471	0.101075438471	2.02150876941
2.03001	2.01545332943	2.01545332943	-0.100772666472	0.100772666472	2.01545332943
2.04001	2.00941603063	2.00941603063	-0.100470801531	0.100470801531	2.00941603063
2.05001	2.00339681673	2.00339681673	-0.100169840837	0.100169840837	2.00339681673
2.06001	1.99739563283	1.99739563283	-0.0998697816414	0.0998697816414	1.99739563283
2.07001	1.99141242597	1.99141242597	-0.0995706212985	0.0995706212985	1.99141242597
2.08001	1.98544714163	1.98544714163	-0.0992723570817	0.0992723570817	1.98544714163
2.09001	1.97949972604	1.97949972604	-0.0989749863022	0.0989749863022	1.97949972604
2.10001	1.97357012594	1.97357012594	-0.0986785062972	0.0986785062972	1.97357012594
2.11001	1.96765828799	1.96765828799	-0.0983829143994	0.0983829143994	1.96765828799
2.12001	1.96176415899	1.96176415899	-0.0980882079493	0.0980882079493	1.96176415899
2.13001	1.95588768618	1.95588768618	-0.0977943843092	0.0977943843092	1.95588768618
2.14001	1.95002881651	1.95002881651	-0.0975014408255	0.0975014408255	1.95002881651
2.15001	1.94418749724	1.94418749724	-0.0972093748618	0.0972093748618	1.94418749724
2.16001	1.93836367581	1.93836367581	-0.0969181837906	0.0969181837906	1.93836367581
2.17001	1.93255729928	1.93255729928	-0.0966278649638	0.0966278649638	1.93255729928
2.18001	1.92676831615	1.92676831615	-0.0963384158077	0.0963384158077	1.92676831615
2.19001	1.92099667407	1.92099667407	-0.0960498337034	0.0960498337034	1.92099667407
2.20001	1.91524232059	1.91524232059	-0.0957621160295	0.0957621160295	1.91524232059
2.21001	1.90950520487	1.90950520487	-0.0954752602437	0.0954752602437	1.90950520487
2.22001	1.90378527447	1.90378527447	-0.0951892637237	0.0951892637237	1.90378527447
2.23001	1.89808247799	1.89808247799	-0.0949041238997	0.0949041238997	1.89808247799
2.24001	1.89239676465	1.89239676465	-0.0946198382323	0.0946198382323	1.89239676465
2.25001	1.8867280825	1.8867280825	-0.0943364041249	0.0943364041249	1.8867280825
2.26001	1.88107638111	1.88107638111	-0.0940538190557	0.0940538190557	1.88107638111
2.27001	1.87544160952	1.87544160952	-0.093772080476	0.093772080476	1.87544160952
2.28001	1.86982371643	1.86982371643	-0.0934911858217	0.0934911858217	1.86982371643
2.29001	1.864222652	1.864222652	-0.0932111326	0.0932111326	1.864222652
2.30001	1.85863836546	1.85863836546	-0.0929319182728	0.0929319182728	1.85863836546
2.31001	1.85307080649	1.85307080649	-0.0926535403244	0.0926535403244	1.85307080649
2.32001	1.84751992493	1.84751992493	-0.0923759962466	0.0923759962466	1.84751992493
2.33001	1.84198567076	1.84198567076	-0.0920992835379	0.0920992835379	1.84198567076
2.34001	1.83646799439	1.83646799439	-0.0918233997195	0.0918233997195	1.83646799439
2.35001	1.83096684622	1.83096684622	-0.0915483423112	0.0915483423112	1.83096684622
2.36001	1.8254821767	1.8254821767	-0.0912741088349	0.0912741088349	1.8254821767
2.37001	1.8200139365	1.8200139365	-0.0910006968252	0.0910006968252	1.8200139365
2.38001	1.81456207649	1.81456207649	-0.0907281038245	0.0907281038245	1.81456207649
2.39001	1.80912654757	1.80912654757	-0.0904563273784	0.0904563273784	1.80912654757
2.40001	1.80370730063	1.80370730063	-0.0901853650316	0.0901853650316	1.80370730063
2.41001	1.7983042871	1.7983042871	-0.0899152143548	0.0899152143548	1.7983042871
2.42001	1.79291745837	1.79291745837	-0.0896458729184	0.0896458729184	1.79291745837
2.43001	1.78754676601	1.78754676601	-0.0893773383007	0.0893773383007	1.78754676601
2.44001	1.78219216164	1.78219216164	-0.0891096080819	0.0891096080819	1.78219216164
2.45001	1.77685359698	1.77685359698	-0.0888426798489	0.0888426798489	1.77685359698
2.46001	1.77153102408	1.77153102408	-0.088576551204	0.088576551204	1.77153102408
2.47001	1.76622439506	1.76622439506	-0.0883112197528	0.0883112197528	1.76622439506
2.48001	1.76093366217	1.76093366217	-0.0880466831083	0.0880466831083	1.76093366217
2.49001	1.75565877771	1.75565877771	-0.0877829388853	0.0877829388853	1.75565877771
2.50001	1.75039969417	1.75039969417	-0.0875199847086	0.0875199847086	1.75039969417
2.51001	1.74515636426	1.74515636426	-0.0872578182131	0.0872578182131	1.74515636426
2.52001	1.73992874078	1.73992874078	-0.0869964370388	0.0869964370388	1.73992874078
2.53001	1.73471677665	1.73471677665	-0.0867358388327	0.0867358388327	1.73471677665
2.54001	1.72952042497	1.72952042497	-0.0864760212487	0.0864760212487	1.72952042497
2.55001	1.72433963896	1.72433963896	-0.0862169819478	0.0862169819478	1.72433963896
2.56001	1.71917437196	1.71917437196	-0.0859587185982	0.0859587185982	1.71917437196
2.57001	1.7140245775	1.7140245775	-0.0857012288751	0.0857012288751	1.7140245775
2.58001	1.70889020922	1.70889020922	-0.0854445104608	0.0854445104608	1.70889020922
2.59001	1.7037712209	1.7037712209	-0.0851885610452	0.0851885610452	1.7037712209
2.60001	1.69866756649	1.69866756649	-0.0849333783246	0.0849333783246	1.69866756649
2.61001	1.69357920005	1.69357920005	-0.0846789600024	0.0846789600024	1.69357920005
2.62001	1.68850607579	1.68850607579	-0.0844253037893	0.0844253037893	1.68850607579
2.63001	1.68344814806	1.68344814806	-0.0841724074031	0.0841724074031	1.68344814806
2.64001	1.67840537137	1.67840537137	-0.0839202685684	0.0839202685684	1.67840537137
2.65001	1.67337770034	1.67337770034	-0.0836688850171	0.0836688850171	1.67337770034
2.66001	1.66836508976	1.66836508976	-0.0834182544881	0.0834182544881	1.66836508976
2.67001	1.66336749455	1.66336749455	-0.0831683747275	0.0831683747275	1.66336749455
2.68001	1.65838486965	1.65838486965	-0.0829192434824	0.0829192434824	1.65838486965
2.69001	1.65341717	1.65341717	-0.0826708585002	0.0826708585002	1.65341717
2.70001	1.64846435113	1.64846435113	-0.0824232175565	0.0824232175565	1.64846435113
2.71001	1.64352636847	1.64352636847	-0.0821763184236	0.0821763184236	1.64352636847
2.72001	1.63860317762	1.63860317762	-0.0819301588808	0.0819301588808	1.63860317762
2.73001	1.63369473428	1.63369473428	-0.0816847367142	0.0816847367142	1.63369473428
2.74001	1.62880099434	1.62880099434	-0.0814400497169	0.0814400497169	1.62880099434
2.75001	1.62392191361	1.62392191361	-0.0811960956806	0.0811960956806	1.62392191361
2.76001	1.61905744799	1.61905744799	-0.0809528723996	0.0809528723996	1.61905744799
2.77001	1.61420755391	1.61420755391	-0.0807103776957	0.0807103776957	1.61420755391
2.78001	1.60937218774	1.60937218774	-0.080468609387	0.080468609387	1.60937218774
2.79001	1.60455130597	1.60455130597	-0.0802275652986	0.0802275652986	1.60455130597
2.80001	1.59974486524	1.59974486524	-0.0799872432622	0.0799872432622	1.59974486524
2.81001	1.59495282232	1.59495282232	-0.0797476411161	0.0797476411161	1.59495282232
2.82001	1.59017513397	1.59017513397	-0.0795087566984	0.0795087566984	1.59017513397
2.83001	1.58541175706	1.58541175706	-0.079270587853	0.079270587853	1.58541175706
2.84001	1.58066264887	1.58066264887	-0.0790331324437	0.0790331324437	1.58066264887
2.85001	1.57592776668	1.57592776668	-0.0787963883338	0.0787963883338	1.57592776668
2.86001	1.57120706786	1.57120706786	-0.0785603533931	0.0785603533931	1.57120706786
2.87001	1.56650050996	1.56650050996	-0.0783250254982	0.0783250254982	1.56650050996
2.88001	1.56180805065	1.56180805065	-0.0780904025323	0.0780904025323	1.56180805065
2.89001	1.55712964757	1.55712964757	-0.0778564823784	0.0778564823784	1.55712964757
2.90001	1.55246525857	1.55246525857	-0.0776232629285	0.0776232629285	1.55246525857
2.91001	1.54781484176	1.54781484176	-0.0773907420882	0.0773907420882	1.54781484176
2.92001	1.54317835531	1.54317835531	-0.0771589177655	0.0771589177655	1.54317835531
2.93001	1.53855575749	1.53855575749	-0.0769277878744	0.0769277878744	1.53855575749
2.94001	1.53394700672	1.53394700672	-0.0766973503358	0.0766973503358	1.53394700672
2.95001	1.52935206154	1.52935206154	-0.0764676030768	0.0764676030768	1.52935206154
2.96001	1.52477088047	1.52477088047	-0.0762385440237	0.0762385440237	1.52477088047
2.97001	1.52020342228	1.52020342228	-0.0760101711138	0.0760101711138	1.52020342228
2.98001	1.51564964592	1.51564964592	-0.0757824822958	0.0757824822958	1.51564964592
2.99001	1.51110951042	1.51110951042	-0.0755554755211	0.0755554755211	1.51110951042
3.00001	1.50658297495	1.50658297495	-0.0753291487475	0.0753291487475	1.50658297495
3.01001	1.50206999878	1.50206999878	-0.0751034999388	0.0751034999388	1.50206999878
3.02001	1.49757054131	1.49757054131	-0.0748785270655	0.0748785270655	1.49757054131
3.03001	1.49308456191	1.49308456191	-0.0746542280956	0.0746542280956	1.49308456191
3.04001	1.48861202021	1.48861202021	-0.0744306010104	0.0744306010104	1.48861202021
3.05001	1.48415287603	1.48415287603	-0.0742076438013	0.0742076438013	1.48415287603
3.06001	1.47970708924	1.47970708924	-0.0739853544621	0.0739853544621	1.47970708924
3.07001	1.47527461986	1.47527461986	-0.0737637309931	0.0737637309931	1.47527461986
3.08001	1.47085542801	1.47085542801	-0.0735427714005	0.0735427714005	1.47085542801
3.09001	1.46644947394	1.46644947394	-0.0733224736969	0.0733224736969	1.46644947394
3.10001	1.46205671787	1.46205671787	-0.0731028358936	0.0731028358936	1.46205671787
3.11001	1.45767712029	1.45767712029	-0.0728838560147	0.0728838560147	1.45767712029
3.12001	1.45331064183	1.45331064183	-0.0726655320916	0.0726655320916	1.45331064183
3.13001	1.44895724319	1.44895724319	-0.0724478621595	0.0724478621595	1.44895724319
3.14001	1.44461688519	1.44461688519	-0.0722308442595	0.0722308442595	1.44461688519
3.15001	1.44028952877	1.44028952877	-0.0720144764385	0.0720144764385	1.44028952877
3.16001	1.43597513499	1.43597513499	-0.0717987567494	0.0717987567494	1.43597513499
3.17001	1.43167366499	1.43167366499	-0.0715836832495	0.0715836832495	1.43167366499
3.18001	1.42738508007	1.42738508007	-0.0713692540034	0.0713692540034	1.42738508007
3.19001	1.42310934163	1.42310934163	-0.0711554670813	0.0711554670813	1.42310934163
3.20001	1.41884641118	1.41884641118	-0.070942320559	0.070942320559	1.41884641118
3.21001	1.41459625036	1.41459625036	-0.070729812518	0.070729812518	1.41459625036
3.22001	1.41035882091	1.41035882091	-0.0705179410453	0.0705179410453	1.41035882091
3.23001	1.40613408468	1.40613408468	-0.0703067042339	0.0703067042339	1.40613408468
3.24001	1.4019220037	1.4019220037	-0.070096100185	0.070096100185	1.4019220037
3.25001	1.39772254004	1.39772254004	-0.0698861270021	0.0698861270021	1.39772254004
3.26001	1.39353565591	1.39353565591	-0.0696767827954	0.0696767827954	1.39353565591
3.27001	1.38936131362	1.38936131362	-0.0694680656808	0.0694680656808	1.38936131362
3.28001	1.3851994756	1.3851994756	-0.0692599737799	0.0692599737799	1.3851994756
3.29001	1.3810501044	1.3810501044	-0.0690525052202	0.0690525052202	1.3810501044
3.30001	1.37691316269	1.37691316269	-0.0688456581344	0.0688456581344	1.37691316269
3.31001	1.37278861317	1.37278861317	-0.0686394306587	0.0686394306587	1.37278861317
3.32001	1.36867641876	1.36867641876	-0.0684338209379	0.0684338209379	1.36867641876
3.33001	1.36457654243	1.36457654243	-0.0682288271215	0.0682288271215	1.36457654243
3.34001	1.36048894729	1.36048894729	-0.0680244473644	0.0680244473644	1.36048894729
3.35001	1.35641359653	1.35641359653	-0.0678206798266	0.0678206798266	1.35641359653
3.36001	1.35235045348	1.35235045348	-0.0676175226741	0.0676175226741	1.35235045348
3.37001	1.34829948156	1.34829948156	-0.0674149740779	0.0674149740779	1.34829948156
3.38001	1.34426064439	1.34426064439	-0.0672130322196	0.0672130322196	1.34426064439
3.39001	1.34023390558	1.34023390558	-0.0670116952792	0.0670116952792	1.34023390558
3.40001	1.3362192289	1.3362192289	-0.066810961445	0.066810961445	1.3362192289
3.41001	1.33221657821	1.33221657821	-0.0666108289107	0.0666108289107	1.33221657821
3.42001	1.32822591751	1.32822591751	-0.0664112958755	0.0664112958755	1.32822591751
3.43001	1.32424721088	1.32424721088	-0.066212360544	0.066212360544	1.32424721088
3.44001	1.32028042252	1.32028042252	-0.066014021126	0.066014021126	1.32028042252
3.45001	1.31632551662	1.31632551662	-0.0658162758309	0.0658162758309	1.31632551662
3.46001	1.31238245764	1.31238245764	-0.0656191228823	0.0656191228823	1.31238245764
3.47001	1.3084512101	1.3084512101	-0.0654225605052	0.0654225605052	1.3084512101
3.48001	1.30453173861	1.30453173861	-0.0652265869303	0.0652265869302	1.30453173861
3.49001	1.30062400786	1.30062400786	-0.0650312003932	0.0650312003931	1.30062400786
3.50001	1.2967279827	1.2967279827	-0.0648363991348	0.0648363991348	1.2967279827
3.51001	1.29284362804	1.29284362804	-0.064642181402	0.064642181402	1.29284362804
3.52001	1.28897090905	1.28897090905	-0.0644485454523	0.0644485454523	1.28897090905
3.53001	1.28510979079	1.28510979079	-0.0642554895394	0.0642554895394	1.28510979079
3.54001	1.28126023852	1.28126023852	-0.0640630119261	0.0640630119261	1.28126023852
3.55001	1.27742221761	1.27742221761	-0.0638711108804	0.0638711108804	1.27742221761
3.56001	1.27359569351	1.27359569351	-0.0636797846754	0.0636797846754	1.27359569351
3.57001	1.2697806318	1.2697806318	-0.0634890315898	0.0634890315898	1.2697806318
3.58001	1.26597699813	1.26597699813	-0.0632988499063	0.0632988499063	1.26597699813
3.59001	1.26218475822	1.26218475822	-0.0631092379111	0.0631092379111	1.26218475822
3.60001	1.25840387799	1.25840387799	-0.0629201938994	0.0629201938994	1.25840387799
3.61001	1.2546343234	1.2546343234	-0.0627317161699	0.0627317161699	1.2546343234
3.62001	1.25087606052	1.25087606052	-0.0625438030262	0.0625438030263	1.25087606052
3.63001	1.24712905554	1.24712905554	-0.0623564527773	0.0623564527773	1.24712905554
3.64001	1.24339327474	1.24339327474	-0.0621696637369	0.0621696637369	1.24339327474
3.65001	1.23966868448	1.23966868448	-0.0619834342241	0.0619834342242	1.23966868448
3.66001	1.23595525127	1.23595525127	-0.0617977625638	0.0617977625638	1.23595525127
3.67001	1.23225294168	1.23225294168	-0.0616126470843	0.0616126470843	1.23225294168
3.68001	1.2285617224	1.2285617224	-0.0614280861199	0.0614280861199	1.2285617224
3.69001	1.22488156019	1.22488156019	-0.0612440780095	0.0612440780096	1.22488156019
3.70001	1.22121242195	1.22121242195	-0.0610606210974	0.0610606210974	1.22121242195
3.71001	1.21755427465	1.21755427465	-0.0608777137324	0.0608777137324	1.21755427465
3.72001	1.21390708536	1.21390708536	-0.0606953542679	0.0606953542679	1.21390708536
3.73001	1.21027082123	1.21027082123	-0.0605135410616	0.0605135410616	1.21027082123
3.74001	1.20664544956	1.20664544956	-0.0603322724778	0.0603322724778	1.20664544956
3.75001	1.2030309377	1.2030309377	-0.0601515468849	0.0601515468848	1.2030309377
